"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2024;[zł]";
1207082;"Łukowica (2)";3368315,28;3528119,47;7317875,00;9781267,44;6485368,32;5104596,46;6600280,59;11345200,49;17997063,10;17331683,77;
1207092;"Mszana Dolna (2)";9785735,04;4246765,51;5718182,83;14080542,73;10140059,85;10273092,81;8771657,47;11842639,52;17266957,13;20092490,63;
1207102;"Niedźwiedź (2)";4339638,85;2724607,41;3738165,47;4640949,28;4380758,32;4088955,32;2756932,13;6347314,92;7805249,67;14789815,00;
1207112;"Słopnice (2)";4791183,12;6510395,56;2325995,30;4623512,95;3149730,97;5629826,43;5673969,10;13073840,12;13242121,07;13565037,49;
1207122;"Tymbark (2)";1885233,52;2539426,92;3480982,64;5324488,83;1905861,33;3099894,02;5629927,41;9059915,92;18766586,97;18818065,21;
1208000;"Powiat miechowski";25838634,52;19472317,20;20966033,15;38446323,95;41539974,50;55981699,51;34820200,32;65788814,24;68375352,35;77128043,78;
1208012;"Charsznica (2)";1438013,32;1357297,11;1410109,76;4885390,56;4109106,68;5917918,62;4606875,43;9054533,14;11609004,15;11687270,38;
1208022;"Gołcza (2)";6277168,40;2907351,41;4453403,33;9974306,27;5364626,62;3488195,91;6471317,83;15530688,74;16004337,84;21778411,18;
1208032;"Kozłów (2)";1067545,92;308004,16;1854416,93;3241813,55;4454176,13;1209138,73;1434447,83;8065158,53;9199819,04;3576026,78;
1208042;"Książ Wielki (2)";1977849,28;2294687,38;2270581,87;8353099,44;5764291,10;8619739,52;5196283,86;6704274,84;;;
1208043;"Książ Wielki (3)";;;;;;;;;2950036,71;6307647,91;
1208053;"Miechów (3)";11840383,21;11285277,89;9484943,53;9689558,71;19425687,95;33527612,75;12142499,09;16785063,20;17222494,93;26100072,63;
1208062;"Racławice (2)";1978487,81;402056,14;521386,73;1041016,27;1029397,73;1513261,13;2171744,99;3000483,30;2948271,66;3459448,27;
1208072;"Słaboszów (2)";1259186,58;917643,11;971191,00;1261139,15;1392688,29;1705832,85;2797031,29;6648612,49;8441388,02;4219166,63;
1209000;"Powiat myślenicki";130942325,90;46118134,18;52925397,93;71302199,56;97907655,07;95404511,32;72747144,43;115739427,54;196274679,71;229970788,74;
1209013;"Dobczyce (3)";21943798,61;7168437,26;8588845,04;19831361,48;40781587,56;24436282,68;14598561,44;27121040,78;33592332,08;38525281,67;
1209022;"Lubień (2)";4122254,40;1721537,67;4963465,34;5990433,57;3833933,72;3325158,88;5403453,86;8034911,66;15242554,04;21315898,98;
1209033;"Myślenice (3)";70848355,59;19840874,60;19682187,00;21351312,77;16797966,40;29895105,70;23723968,99;28730877,35;63043600,07;76412248,23;
1209042;"Pcim (2)";5779680,94;1882280,51;2399854,62;5964556,25;3295578,88;4127418,87;8556063,40;10474066,03;19940393,67;9323325,35;
1209052;"Raciechowice (2)";5552650,67;1190615,78;985272,93;1745863,13;6751170,51;1311923,35;2872121,15;10211293,89;6586373,45;25357868,58;
1209062;"Siepraw (2)";3732139,82;1721592,64;5040145,74;7440101,92;5448304,68;6611415,84;5147857,30;11186488,43;6128633,94;17506928,92;
1209073;"Sułkowice (3)";14338194,81;7786149,05;7244574,33;4796028,83;3179690,89;4361424,19;4279505,11;8453492,33;21049268,53;13343697,11;
1209082;"Tokarnia (2)";1182801,15;2552571,74;1666262,26;1342212,82;2426382,53;6739575,96;2239775,76;2340498,74;10474391,51;8597082,38;
1209092;"Wiśniowa (2)";3442449,91;2254074,93;2354790,67;2840328,79;15393039,90;14596205,85;5925837,42;9186758,33;20217132,42;19588457,52;
1210000;"Powiat nowosądecki";221809798,33;86609471,55;125946969,17;257308614,69;245027138,36;206553002,37;209853607,36;306751748,09;412102695,87;402002110,93;
1210011;"Grybów (1)";1201779,14;530207,62;2074898,62;3780361,08;5788726,13;3941467,00;5281634,34;10910618,21;20232945,81;9407857,70;
1210022;"Chełmiec (2)";91012508,79;10051346,25;14080669,54;69024071,90;41188331,96;22141286,99;11048411,52;29253235,63;32976197,54;39000132,70;
1210032;"Gródek nad Dunajcem (2)";2921489,91;2057815,00;5399886,09;6120075,67;6956474,48;4399589,86;2818081,15;7768735,37;14821205,97;14881457,01;
1210042;"Grybów (2)";16777514,11;16478125,65;13883176,38;25176319,40;21718672,11;18714912,28;36023421,82;34104922,01;30101264,52;48172014,57;
1210052;"Kamionka Wielka (2)";7355964,21;4328752,03;4840525,23;7093300,45;7859905,02;7864869,12;7584925,90;11239316,98;26505141,69;16552298,72;
1210062;"Korzenna (2)";7096995,01;5497973,41;12899862,61;16232023,41;12734950,75;16228576,78;21844522,80;30892048,14;28843754,73;24262186,50;
1210073;"Krynica-Zdrój (3)";15415998,17;8025969,58;6779668,15;15894634,06;16396354,71;19004753,88;18981915,72;24788081,35;51987762,92;25315230,31;
1210082;"Łabowa (2)";3451263,65;591933,64;1083201,79;4713778,29;4151336,13;2384686,94;2909989,55;6248752,27;12957426,74;24876515,50;
1210092;"Łącko (2)";7690161,14;6292030,39;11554742,54;16375318,83;27471060,22;13862373,88;24227612,65;40059977,31;39108227,88;17141925,22;
1210102;"Łososina Dolna (2)";5318747,01;4404628,96;6329438,14;8155521,59;8251638,19;6051843,17;11391859,91;10507270,41;10294580,50;22012272,30;
1210113;"Muszyna (3)";7727341,73;4422914,81;6781129,16;20960510,32;26812023,63;25273118,34;11507944,69;23174313,31;33283470,66;34668661,04;
1210122;"Nawojowa (2)";7392168,23;1990466,08;3955566,80;8507507,25;10893034,89;5946829,82;7641522,66;16873186,28;15108823,09;23731461,35;
1210133;"Piwniczna-Zdrój (3)";5251518,28;5366067,79;8939882,40;8200582,35;5850597,32;12972862,03;5943289,35;8673730,41;28893104,05;15898701,21;
1210142;"Podegrodzie (2)";23307772,59;4760613,01;11568844,10;10202043,82;8587881,70;4894627,75;7946718,33;15192171,71;29390907,68;31743489,51;
1210152;"Rytro (2)";452075,63;108708,09;315059,75;1810750,90;1060276,55;1333769,34;970340,56;6247405,90;15117587,09;8127275,37;
1210163;"Stary Sącz (3)";19436500,73;11701919,24;15460417,87;35061815,37;39305874,57;41537435,19;33731416,41;30817982,80;22480295,00;46210631,92;
1211000;"Powiat nowotarski";137252510,96;88696817,90;110436044,50;143489841,21;174653725,67;157152666,63;165606079,13;244237329,43;428106707,28;315946030,29;
1211011;"Nowy Targ (1)";18011255,25;9917641,57;10475615,13;28249055,61;29593779,08;35140188,24;29295186,94;28750935,21;66304671,19;25088553,10;
1211023;"Szczawnica (3)";19686185,66;3687962,71;903189,79;4804776,56;2556238,60;2441724,28;8463650,85;8807283,56;12665845,93;13185335,34;
1211032;"Czarny Dunajec (2)";16583872,40;7194057,05;18224597,31;9381558,26;8916054,71;7287123,60;17594594,34;20714388,92;;;
1211033;"Czarny Dunajec (3)";;;;;;;;;36863421,23;54235471,34;
1211042;"Czorsztyn (2)";5923767,60;6214573,73;1401658,21;7977842,00;21467080,11;6641255,55;6097658,69;11715605,78;20139731,70;18375592,20;
1211052;"Jabłonka (2)";13244220,08;8814036,88;9001008,97;15734854,67;13805232,96;7138695,60;7113641,17;15647022,83;23394532,54;18345588,89;
1211062;"Krościenko nad Dunajcem (2)";3159567,81;3707047,09;2439682,91;4274513,31;5885608,43;15790878,19;10801639,82;7207813,31;9218925,02;20087323,75;
1211072;"Lipnica Wielka (2)";2004493,16;917591,60;1860487,88;5092497,26;1355908,99;2620009,03;7772357,63;6890901,85;6281381,13;26673699,66;
1211082;"Łapsze Niżne (2)";7922341,20;4503232,39;5891186,96;8766159,62;11564762,24;5983257,82;4773317,54;14502554,36;13094171,81;13633398,23;
1211092;"Nowy Targ (2)";18956770,76;9798477,98;16567062,00;18419280,81;30403228,24;32297781,84;17813870,33;26021927,80;22572880,00;21281489,74;
1211102;"Ochotnica Dolna (2)";8658411,25;2584040,10;11650498,40;6671086,49;12142849,48;9737553,07;9028724,83;28525104,15;29832377,22;10569687,12;
1211112;"Raba Wyżna (2)";9713823,38;13287277,05;9120132,55;10549572,44;10002788,23;7968409,13;6907898,81;20998115,44;26597892,69;25588789,64;
1211123;"Rabka-Zdrój (3)";10688990,70;12131912,22;10370065,25;11510215,28;13068583,81;13363626,77;17862318,33;15829931,89;48074685,82;25178784,14;
1211132;"Spytkowice (2)";458973,60;1794128,45;2999922,63;1910836,40;929697,32;997025,56;3694597,40;7595352,37;11140166,57;4005128,13;
1211142;"Szaflary (2)";2239838,11;4144839,08;9530936,51;10147592,50;12961913,47;9745137,95;18386622,45;31030391,96;101926024,43;39697189,01;
1212000;"Powiat olkuski";34763654,73;29070907,52;51849915,37;90874646,24;90487080,01;91940321,09;78308948,48;114633139,43;140232604,92;181272506,34;
1212011;"Bukowno (1)";3252443,16;4308057,26;5578989,84;6214437,62;16171309,25;9281293,07;9351334,65;7973038,67;20500280,52;47748013,70;
1212032;"Bolesław (2)";3839307,24;2560689,26;3088792,02;10073476,94;4704922,38;7013180,93;9626281,06;11664600,86;12566246,71;15677084,32;
1212042;"Klucze (2)";2688231,65;2984664,80;6411601,91;14715541,05;10739433,04;11383555,58;18598999,54;29758615,45;27935556,99;20345274,16;
1212053;"Olkusz (3)";11202584,97;7620893,53;10820586,13;19712038,60;28195610,56;38695658,26;21811028,87;30033939,17;26739440,33;47650324,84;
1212062;"Trzyciąż (2)";2254235,21;1779828,91;4448057,35;8522582,59;12030377,87;1951767,43;2712434,36;8983529,26;15823893,66;14601974,28;
1212073;"Wolbrom (3)";11526852,50;9816773,76;21501888,12;31636569,44;18645426,91;23614865,82;16208870,00;26219416,02;36667186,71;35249835,04;
1213000;"Powiat oświęcimski";60109098,22;91958861,40;112328311,77;149937584,55;126309707,87;130186288,42;118786263,97;134080598,22;157325357,46;194540745,81;
1213011;"Oświęcim (1)";21358844,44;42739089,37;43682739,36;43641723,93;30956716,95;25788100,45;27676826,89;24756417,33;34355583,15;41468854,96;
1213023;"Brzeszcze (3)";5570098,19;13842058,38;20754570,75;40559997,20;28350421,44;31398792,79;27293502,49;23888360,94;19040704,33;24631251,44;
1213033;"Chełmek (3)";2538910,45;3890412,17;5119109,11;12805559,67;14471390,09;12005159,59;5112015,18;15017873,12;16903838,23;16045457,53;
1213043;"Kęty (3)";11092886,01;10413088,04;14031044,18;16528616,89;9476939,75;21361356,43;18839953,69;14691381,26;22748691,59;20127593,44;
1213052;"Osiek (2)";3182903,23;4547277,17;6904468,27;4523362,29;6550998,90;1738504,50;3486484,71;3395372,67;13403404,49;13598245,64;
1213062;"Oświęcim (2)";4793568,96;6439763,80;10915080,52;10824839,58;12259123,63;7882155,59;9175808,42;21826655,06;17695048,46;23405209,52;
1213072;"Polanka Wielka (2)";2241677,46;1320525,84;3376487,47;3649795,95;4757245,00;5925428,96;7356541,74;7295131,05;8335003,59;14395283,02;
1213082;"Przeciszów (2)";1281353,77;592227,23;417732,17;7277794,73;11636535,00;14773183,95;10175627,61;4052748,87;4893646,79;15144108,98;
1213093;"Zator (3)";8048855,71;8174419,40;7127079,94;10125894,31;7850337,11;9313606,16;9669503,24;19156657,92;19949436,83;25724741,28;
1214000;"Powiat proszowicki";25435658,42;11611878,46;16549807,26;26198897,05;31924807,30;47457809,34;69138082,68;53517832,67;83542373,57;84557502,37;
1214012;"Koniusza (2)";8180599,37;4037996,52;5947783,74;6917297,48;8255056,70;5208220,78;5504446,85;4156550,78;4475016,09;7930146,93;
1214022;"Koszyce (2)";2373852,84;323522,76;3090388,12;3124729,76;;;;;;;
1214023;"Koszyce (3)";;;;;3435867,25;3195834,84;1047545,16;561156,96;15846652,63;10586232,45;
1214033;"Nowe Brzesko (3)";714050,91;299896,73;732940,60;2393232,63;1020737,92;2646849,54;9524680,37;12575385,09;10070600,98;8455974,28;
1214042;"Pałecznica (2)";9692909,03;1267376,02;2020920,39;4478276,42;9846687,21;12179467,08;19152375,92;11320531,70;15183341,10;11236592,10;
1214053;"Proszowice (3)";3825467,09;5067126,34;2935915,84;7691672,61;7547795,75;22870489,06;32445652,43;22099828,78;29352492,02;39965849,39;
1214062;"Radziemice (2)";648779,18;615960,09;1821858,57;1593688,15;1818662,47;1356948,04;1463381,95;2804379,36;8614270,75;6382707,22;
1215000;"Powiat suski";40675873,38;42845494,56;35956974,21;72685047,75;61488822,04;76098036,42;58003636,02;112515052,90;129907902,91;110675621,14;
1215011;"Jordanów (1)";647476,79;716642,27;1764690,57;4451699,04;6418765,22;17753402,18;13737355,08;8502783,83;21098192,30;14564869,89;
1215021;"Sucha Beskidzka (1)";7925047,46;9527924,56;5664483,39;11661657,76;12201392,66;20766986,20;6350876,75;16816370,71;14693243,36;12760588,15;
1215032;"Budzów (2)";2058204,13;1537804,13;3019862,20;6680828,92;15554051,91;8192591,99;5327867,09;16560206,72;17870413,23;17382904,22;
1215042;"Bystra-Sidzina (2)";1792113,93;2173440,68;3717171,53;11034265,85;4477819,44;2241570,74;1708283,06;9070381,40;12570190,29;13337685,64;
1215052;"Jordanów (2)";5440532,06;6949833,23;5752799,91;6186655,56;2498250,57;6497215,19;5505041,51;14425776,38;8374242,51;14295722,25;
1215063;"Maków Podhalański (3)";4380017,94;5024497,90;2077192,84;6762107,69;6073020,57;6306847,44;7502937,58;18191763,80;20138802,33;10868643,25;
1215072;"Stryszawa (2)";5875280,17;7504936,06;7864264,42;9083799,27;4668485,75;4811273,02;8202493,00;12669132,72;14188395,13;14282798,86;
1215082;"Zawoja (2)";9686562,31;5511421,32;4268644,54;7825316,66;3266307,18;8213812,75;6881079,05;9333045,99;11466400,57;9881693,07;
1215092;"Zembrzyce (2)";2870638,59;3898994,41;1827864,81;8998717,00;6330728,74;1314336,91;2787702,90;6945591,35;9508023,19;3300715,81;
1216000;"Powiat tarnowski";99834866,70;56875953,77;80603680,48;129805448,09;124689446,27;130003495,36;166024813,76;278108623,46;386712768,30;324864111,96;
1216013;"Ciężkowice (3)";3801071,57;2740896,10;2877237,40;3288372,99;8833466,54;22428701,17;13559554,44;45970490,73;12477006,47;10998672,04;
1216022;"Gromnik (2)";3553311,11;2258613,78;2825465,88;5936994,13;6913301,30;4287340,87;6880408,36;6643558,16;23945123,70;14854779,16;
1216032;"Lisia Góra (2)";8854816,96;5843323,84;6843115,79;7005422,69;7163195,88;9050802,63;14366960,12;13297203,78;42757689,34;23186311,19;
1216042;"Pleśna (2)";5561013,61;5107805,54;6316634,45;12088937,80;7213984,27;6577342,65;6684506,83;8096221,79;35003880,69;23730060,90;
1216053;"Radłów (3)";18497650,95;1334922,88;4284150,21;3585257,11;7493225,54;6343784,19;7554966,32;10033872,24;12173694,75;25086038,07;
1216063;"Ryglice (3)";4666135,51;2767757,11;2633388,71;7337013,03;9021678,19;5582486,75;7567482,11;16587082,49;16386949,40;12212258,54;
1216072;"Rzepiennik Strzyżewski (2)";1482365,91;1731169,98;3380860,28;7587642,95;4598085,12;4580327,65;10799106,32;12545275,23;18229330,41;15373689,24;
1216082;"Skrzyszów (2)";8315614,69;5253337,56;6404056,95;9422603,37;13583689,14;11008216,09;13833499,44;15547442,71;25314512,54;22905687,56;
1216092;"Tarnów (2)";12594037,04;8736371,93;10464909,85;19033183,30;17886565,68;8214637,01;10947666,40;18317652,66;24966886,62;27054452,80;
1216103;"Tuchów (3)";6371691,65;2828667,93;2883979,06;7451560,23;7160209,04;6376332,02;10064629,34;12651031,64;16672829,14;23464882,11;
1216112;"Wierzchosławice (2)";4040454,97;702496,94;1481890,37;2439838,42;3256983,38;4171956,38;4759049,09;5322409,16;22338513,66;16254041,81;
1216122;"Wietrzychowice (2)";353993,05;603288,38;2398542,82;4250901,47;1670940,04;1203369,71;5113067,66;16644974,52;5898309,40;8641092,27;
1216133;"Wojnicz (3)";4070762,81;2978909,97;4814724,84;8008643,97;8265421,89;8855544,76;7965161,87;24170474,54;38319517,22;32509169,00;
1216143;"Zakliczyn (3)";9388978,16;4402785,80;8763482,08;13107984,02;9848837,79;12422089,78;16589585,58;27823117,82;31430384,69;23516947,73;
1216153;"Żabno (3)";4442178,92;4922366,06;7149296,33;8489577,64;7744359,91;9747970,36;21045576,93;25126949,73;35999709,24;26634278,20;
1216162;"Szerzyny (2)";3840789,79;4663239,97;7081945,46;10771514,97;4035502,56;9152593,34;8293592,95;19330866,26;24798431,03;18441751,34;
1217000;"Powiat tatrzański";52664829,72;39908392,47;67137466,01;80150747,79;47369314,15;51467827,69;68968415,18;104996121,40;166920974,74;146587700,59;
1217011;"Zakopane (1)";16769513,51;20037033,46;44882670,37;52484302,31;27475355,66;16542090,14;31951747,83;76077834,57;104345715,94;76198193,37;
1217022;"Biały Dunajec (2)";3329412,74;2149712,99;3202380,73;4091668,51;4359048,69;4616588,40;3782915,68;4180886,77;17238549,03;8448855,35;
1217032;"Bukowina Tatrzańska (2)";20987439,53;12064867,39;13194796,64;7459606,49;5633601,40;6527462,32;5703689,27;4354014,18;17495729,19;25810503,94;
1217042;"Kościelisko (2)";5718879,13;3735607,14;3653626,85;7207687,81;4979547,97;19253225,86;15518876,43;9860772,81;12218471,71;17671918,93;
1217052;"Poronin (2)";5859584,81;1921171,49;2203991,42;8907482,67;4921760,43;4528460,97;12011185,97;10522613,07;15622508,87;18458229,00;
1218000;"Powiat wadowicki";67395860,55;57531623,71;69698162,90;135453314,18;105929135,55;94400430,46;123083106,89;153482502,09;270178456,29;215158020,46;
1218013;"Andrychów (3)";18470783,82;18039042,36;21938064,89;49247920,43;41119362,28;12730426,62;23166243,43;29562998,52;40311001,75;29784783,61;
1218022;"Brzeźnica (2)";2562742,62;2179243,88;5175280,37;12705741,60;5401838,30;10493912,58;5140762,37;13436259,97;14821635,68;20456571,59;
1218033;"Kalwaria Zebrzydowska (3)";7119555,39;7691491,02;7757436,88;8843394,85;13499969,15;12579536,99;18329909,61;13988361,29;30359543,25;33896025,65;
1218042;"Lanckorona (2)";1293118,37;993468,91;2715562,49;3809267,64;5577057,68;5449678,38;6898449,39;8391192,60;16603672,90;10338211,56;
1218052;"Mucharz (2)";408450,26;894870,84;1288826,70;676727,26;1240195,29;3015473,71;4975599,43;5281746,75;14015957,36;13515244,40;
1218062;"Spytkowice (2)";5062590,88;1903775,85;5466233,93;16097178,83;7088502,83;6146909,10;4300236,75;17666366,27;11426834,60;23609155,47;
1218072;"Stryszów (2)";2081217,03;1412296,27;3069368,47;6291507,95;8015481,72;9456270,05;6429188,50;10156135,05;21980601,22;12718744,54;
1218082;"Tomice (2)";2868110,54;1782037,08;2358530,28;5132777,76;3426659,02;1044395,83;4478144,98;3498372,92;10704719,88;13875827,43;
1218093;"Wadowice (3)";16506499,19;10048156,21;14580712,70;24864153,98;14544689,08;25493495,30;42060260,81;47021196,13;89095470,41;33624458,51;
1218102;"Wieprz (2)";11022792,45;12587241,29;5348146,19;7784643,88;6015380,20;7990331,90;7304311,62;4479872,59;20859019,24;23338997,70;
1219000;"Powiat wielicki";135945179,57;72444208,20;75551034,25;118070133,37;153358553,59;178771404,77;197297545,92;141548734,70;201128099,74;154621027,10;
1219012;"Biskupice (2)";4993236,59;2573157,42;8250023,78;12137713,77;12841153,08;8138023,07;8557900,60;14818361,79;17229421,29;17889765,94;
1219022;"Gdów (2)";7762972,11;5310740,40;6986716,77;17165615,68;10189089,53;7073876,99;14503176,66;12031746,82;32002008,64;20141045,75;
1219032;"Kłaj (2)";2974554,70;1241273,74;2751200,39;12414720,08;6356599,61;14422748,07;12218840,91;16125517,94;12806217,56;16567878,96;
1219043;"Niepołomice (3)";42793707,88;23603089,25;29997851,16;34743680,00;68268458,97;62139650,04;75086012,75;38939554,95;44752941,77;56393812,81;
1219053;"Wieliczka (3)";77420708,29;39715947,39;27565242,15;41608403,84;55703252,40;86997106,60;86931615,00;59633553,20;94337510,48;43628523,64;
1261000;"Powiat m. Kraków";578795861,67;537436647,52;578978208,08;735111987,42;845854186,19;810264193,02;1102871912,75;1144266391,23;1312758959,97;804592800,05;
1261011;"Kraków (1)";578795861,67;537436647,52;578978208,08;735111987,42;845854186,19;810264193,02;1102871912,75;1144266391,23;1312758959,97;804592800,05;
1262000;"Powiat m. Nowy Sącz";83093495,75;18436337,28;23126992,11;81341491,31;55957883,23;63868899,30;66070598,28;58211113,87;106714064,62;69000699,60;
1262011;"Nowy Sącz (1)";83093495,75;18436337,28;23126992,11;81341491,31;55957883,23;63868899,30;66070598,28;58211113,87;106714064,62;69000699,60;
1263000;"Powiat m. Tarnów";96970367,08;51936314,41;62929583,96;137701435,02;154609313,96;66543038,61;68495880,05;63223908,36;128915223,71;74475698,46;
1263011;"Tarnów (1)";96970367,08;51936314,41;62929583,96;137701435,02;154609313,96;66543038,61;68495880,05;63223908,36;128915223,71;74475698,46;
1400000;"MAZOWIECKIE";3714700911,60;3101656165,17;4388756514,17;6112037653,07;5635629206,01;5053493709,26;4978200179,14;6295485816,44;9645750721,44;9444676200,35;
1401000;"Powiat białobrzeski";18770991,77;13331137,41;19661139,95;26852249,98;24979859,80;23708260,41;34602634,58;52629685,57;98952999,00;90477608,57;
1401013;"Białobrzegi (3)";10131277,38;5513847,41;4607974,49;7769936,47;17356475,58;11573175,00;16691039,94;12205414,04;20535637,58;15169599,14;
