"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;razem;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2024;[zł]";
0862000;"Powiat m. Zielona Góra";370188679,04;397210206,37;468713646,04;513893886,43;541447941,31;506894816,40;594785426,82;632587089,79;733723178,54;848559973,23;
0862011;"Zielona Góra (1)";370188679,04;397210206,37;468713646,04;513893886,43;541447941,31;506894816,40;594785426,82;632587089,79;733723178,54;848559973,23;
1000000;"ŁÓDZKIE";5724094619,55;5899204668,09;6172393712,66;6606666546,51;7257606405,47;7603747419,12;8377585097,26;9432724163,09;9615293712,10;11242309982,51;
1001000;"Powiat bełchatowski";481297027,95;483673026,55;509852777,23;505751166,33;542039360,42;526819789,42;585146367,40;632399527,24;665765516,08;705300631,11;
1001011;"Bełchatów (1)";126917032,57;127386434,72;135191472,34;144801386,18;145691363,33;150930474,27;178587271,20;177918593,08;186326384,19;214013531,28;
1001022;"Bełchatów (2)";24472875,54;24182564,70;26466498,27;28221809,71;32482872,89;31470764,94;37149584,83;112036789,82;121295413,64;123428973,58;
1001032;"Drużbice (2)";6391253,72;6305406,35;6619913,69;7647298,95;9334556,97;9574930,81;10211109,15;13699149,55;13576552,28;13562755,77;
1001042;"Kleszczów (2)";261421694,60;256900460,97;257174021,50;242046214,31;258450347,55;233555277,24;252677523,81;201936139,67;216816428,04;219491864,95;
1001052;"Kluki (2)";6788093,86;7477734,89;8311773,03;8314029,17;9978285,46;9558595,32;10737242,99;13678683,08;13559476,66;13305146,21;
1001062;"Rusiec (2)";8075148,33;9039022,65;11621386,92;10356340,26;10003906,72;10387081,21;12630209,56;20636814,99;18302511,80;17866832,88;
1001072;"Szczerców (2)";29063992,37;33530376,69;44450550,35;43267070,35;50664756,53;58521330,87;55779080,10;55776518,36;62777585,42;60351071,36;
1001083;"Zelów (3)";18166936,96;18851025,58;20017161,13;21097017,40;25433270,97;22821334,76;27374345,76;36716838,69;33111164,05;43280455,08;
1002000;"Powiat kutnowski";187264434,04;193564614,85;198575322,73;211231793,82;226643968,80;256318060,16;272268745,41;338676896,76;316524196,80;392551546,32;
1002011;"Kutno (1)";106487486,09;110632955,11;111315193,01;120293884,43;124589071,91;137458950,74;153055597,12;172865231,94;168915359,24;215250336,60;
1002022;"Bedlno (2)";5996623,40;6616904,28;7455331,09;9402771,07;8150712,21;9903237,73;10873899,55;15995711,00;13115225,55;20770812,23;
1002032;"Dąbrowice (2)";3151138,80;3457555,28;5395673,96;4051214,31;4286501,66;7782063,69;5449969,68;9669475,83;;;
1002033;"Dąbrowice (3)";;;;;;;;;5722381,80;5077254,52;
1002043;"Krośniewice (3)";13286413,08;13380295,24;13346910,76;14144290,80;15024447,56;14683775,92;14720995,69;24402208,25;21185464,39;19456349,42;
1002052;"Krzyżanów (2)";7751150,28;8720267,81;9021719,18;9448922,45;13298799,29;12831445,64;12094067,24;18355841,03;16189435,78;21737303,03;
1002062;"Kutno (2)";11496180,81;12826607,42;13345649,21;14575968,91;15892757,55;19541934,12;22513580,51;24905341,58;25191504,72;32477554,64;
1002072;"Łanięta (2)";2734018,93;3346714,31;2764685,36;2970654,90;3438841,24;4349693,76;4975425,02;7523242,96;6591498,90;9801809,26;
1002082;"Nowe Ostrowy (2)";9302309,20;6021587,14;6916581,40;6108007,98;7430222,78;7930891,94;7434706,85;13075364,72;9626690,88;12598540,69;
1002092;"Oporów (2)";3566420,44;3039994,39;3090290,04;3486066,34;5056243,07;5353516,29;5026824,78;7559285,26;6352037,05;9828975,26;
1002102;"Strzelce (2)";4559408,66;5637799,62;5913293,70;6049255,83;7488711,86;12167001,83;7835445,82;12942450,26;10937655,79;10006780,41;
1002113;"Żychlin (3)";18933284,35;19883934,25;20009995,02;20700756,80;21987659,67;24315548,50;28288233,15;31382743,93;32696942,70;35545830,26;
1003000;"Powiat łaski";75559386,01;79443014,99;80476651,81;92154604,53;101696834,06;102622545,67;116240940,85;143525234,42;145289952,20;168769666,78;
1003012;"Buczek (2)";9860375,49;11933548,72;10022609,85;11261681,14;12866139,46;11955237,69;12968259,05;18370871,70;18333277,19;19258398,04;
1003023;"Łask (3)";44192210,49;44688661,29;45941074,10;51205134,81;56507224,03;55813067,85;63218868,64;75323291,37;73037734,82;93473370,18;
1003032;"Sędziejowice (2)";8035355,88;8291032,69;8453554,64;10764207,78;10306077,30;10672695,53;13639734,29;17352704,95;17814428,40;19779295,74;
1003042;"Widawa (2)";7945935,20;9000594,59;10300616,28;12212261,03;14014183,23;15391815,71;16022915,77;18587846,21;21697966,50;21488047,48;
1003052;"Wodzierady (2)";5525508,95;5529177,70;5758796,94;6711319,77;8003210,04;8789728,89;10391163,10;13890520,19;14406545,29;14770555,34;
1004000;"Powiat łęczycki";66949073,68;71594489,41;75877529,24;98154172,19;113185417,48;114187092,91;123330143,82;150422530,96;151449310,30;162806054,43;
1004011;"Łęczyca (1)";27232046,61;28582900,67;28838305,92;32069640,95;36862687,98;38380078,96;42451658,33;42132184,71;41748314,71;54102932,76;
1004022;"Daszyna (2)";5582924,65;5976134,08;8745028,09;23773179,49;17614071,54;12065332,10;13731705,34;19841107,27;20770373,18;21338635,84;
1004032;"Góra Świętej Małgorzaty (2)";4538174,67;4618894,44;4886459,19;5778991,67;6763445,10;7775578,63;9465935,70;11094762,09;10722067,14;10439108,74;
1004042;"Grabów (2)";5973115,10;8266766,60;8101203,24;7506337,52;8580664,04;9430518,94;9522920,38;15508100,78;16312536,97;;
1004043;"Grabów (3)";;;;;;;;;;17148163,36;
1004052;"Łęczyca (2)";9063390,93;9981543,87;11051327,49;13140871,29;20870081,79;19811078,13;20771672,53;24628498,23;23217095,67;24528062,97;
1004062;"Piątek (2)";5718530,86;6061884,44;6443992,11;7303157,74;10410278,65;;;;;;
1004063;"Piątek (3)";;;;;;12112868,18;14477696,34;17315286,98;20892814,74;19230542,32;
1004072;"Świnice Warckie (2)";4225261,51;3778488,05;4021053,74;4379864,63;6705657,20;8971636,28;7073319,99;10590066,85;9658004,19;8020284,44;
1004082;"Witonia (2)";4615629,35;4327877,26;3790159,46;4202128,90;5378531,18;5640001,69;5835235,21;9312524,05;8128103,70;7998324,00;
1005000;"Powiat łowicki";127732269,42;122806819,30;129436065,16;143691676,94;167844357,65;183809510,83;190340672,18;233919043,21;233879479,08;273137085,86;
1005011;"Łowicz (1)";60612587,78;63397744,22;65008386,37;70167173,90;79004746,70;86158494,86;92221252,42;96314106,42;102655209,73;133372626,51;
1005022;"Bielawy (2)";7352029,94;5860441,37;6553461,92;8093794,68;8051868,31;8922713,87;8839612,97;12757955,68;11585748,51;16535934,91;
1005032;"Chąśno (2)";2882945,97;2886970,31;3196863,62;3678601,90;4840279,46;5267207,61;4983712,25;8503878,57;6440698,31;6668852,92;
1005042;"Domaniewice (2)";5661339,68;5682454,84;6188099,22;6828248,48;7653921,69;7914096,52;9023355,00;12681079,63;12669095,98;12648288,79;
1005052;"Kiernozia (2)";3913683,11;3906040,44;4081873,69;4355136,12;6067054,69;7353733,05;6131234,71;10829321,53;7103619,34;;
1005053;"Kiernozia (3)";;;;;;;;;;7482990,43;
1005062;"Kocierzew Południowy (2)";3114205,10;2998857,34;3432632,70;3596986,80;5259797,16;6101920,00;5107911,94;9076031,16;9482525,77;6914556,87;
1005072;"Łowicz (2)";14119719,25;9779911,92;10320123,07;12157018,10;14859415,12;17709712,16;17107586,13;23299901,90;25033964,47;25604223,26;
1005082;"Łyszkowice (2)";9736009,99;9696093,11;10911332,11;11448783,01;13320076,35;13404296,21;15303620,47;18467073,71;16858608,46;19698185,87;
1005092;"Nieborów (2)";12090142,79;12080834,19;12992424,87;14920697,83;19364706,94;17517804,31;20379290,17;24230798,53;25523130,58;26074100,61;
1005102;"Zduny (2)";8249605,81;6517471,56;6750867,59;8445236,12;9422491,23;13459532,24;11243096,12;17758896,08;16526877,93;18137325,69;
1006000;"Powiat łódzki wschodni";141313330,75;158848251,72;165983222,00;190110489,83;207789407,32;225991029,70;253048535,22;287082871,12;302218775,87;361624369,92;
1006022;"Andrespol (2)";20054621,25;23424498,75;23512593,88;27000536,21;33051508,61;37446463,17;37152834,46;46796398,80;47858477,88;55167486,03;
1006032;"Brójce (2)";10784231,88;12281011,08;11841598,57;16463062,80;16491191,01;16946557,61;22176810,62;29018516,25;26983729,50;35823818,70;
1006073;"Koluszki (3)";40457076,61;48482696,02;46254942,91;56856223,83;54882208,46;65018373,67;73393347,12;80261878,99;92524924,28;94851046,62;
1006082;"Nowosolna (2)";12867110,74;13538102,73;17385198,60;18429769,59;20258440,82;22635143,35;26756106,18;28550364,87;28184903,54;38717731,16;
1006103;"Rzgów (3)";32088438,71;34856936,05;37132023,29;40346619,61;47283887,30;49298414,71;53041436,86;57024224,38;62071198,75;71945515,11;
1006113;"Tuszyn (3)";25061851,56;26265007,09;29856864,75;31014277,79;35822171,12;34646077,19;40527999,98;45431487,83;44595541,92;65118772,30;
1007000;"Powiat opoczyński";96015899,44;95148944,23;100679757,39;110780586,56;125719135,65;132400186,69;167121905,08;198615227,44;214416418,59;236459900,16;
1007012;"Białaczów (2)";4741399,22;4973632,70;5592283,27;6053842,72;6831299,71;7755263,75;8688266,01;13986330,12;13938807,04;;
1007013;"Białaczów (3)";;;;;;;;;;12260276,38;
1007023;"Drzewica (3)";8119109,58;9568206,34;9446085,70;10582784,87;13534918,03;12757675,23;15649681,65;20924959,01;22966537,67;20980742,96;
1007032;"Mniszków (2)";9407992,90;5724964,97;6833188,96;7540837,34;6868784,75;8303135,91;10975104,44;13466609,55;14774203,98;11936680,10;
1007043;"Opoczno (3)";49980025,02;49913328,03;52583147,98;59284211,23;65077813,24;65959070,02;94220956,99;94217434,67;99427285,18;138661704,24;
1007052;"Paradyż (2)";5537411,65;5060185,07;5207257,04;5581150,87;7165104,52;9696042,78;9047891,29;14487881,14;12957708,50;8956865,04;
1007062;"Poświętne (2)";2939049,93;3164020,89;3297861,20;3593984,34;3848555,62;4114677,56;4582418,80;8273853,24;9453927,30;6455479,63;
1007072;"Sławno (2)";10082176,49;10964865,34;11866455,73;11712352,47;14281914,54;14044846,22;15321943,86;20227807,75;24150879,58;23985334,17;
1007082;"Żarnów (2)";5208734,65;5779740,89;5853477,51;6431422,72;8110745,24;9769475,22;8635642,04;13030351,96;16747069,34;;
1007083;"Żarnów (3)";;;;;;;;;;13222817,64;
1008000;"Powiat pabianicki";235771911,21;245634163,79;257797689,68;286022100,53;313787918,20;330324688,03;373179732,15;411105512,34;424592080,85;530317154,49;
1008011;"Konstantynów Łódzki (1)";35283893,92;40077471,38;43573336,48;49841160,33;51032370,40;54105812,62;62829335,90;65519259,11;70971702,54;83192767,05;
1008021;"Pabianice (1)";125161058,17;128330237,06;131377245,26;144824231,21;157608858,27;163940105,93;181895379,46;199038209,57;202353467,20;253206397,33;
1008032;"Dłutów (2)";6093789,81;5705390,29;7236581,69;6986241,08;9965432,68;9721830,96;10778263,93;14410955,64;13629981,74;20185991,36;
1008042;"Dobroń (2)";13873643,75;14232986,99;15661182,19;17777325,56;17451550,97;18150685,88;22245346,82;26470091,86;29421994,82;37671809,29;
1008052;"Ksawerów (2)";20990378,92;21561919,74;23910172,56;25515033,12;29297936,27;31974542,34;36408690,87;39273336,98;40117246,96;52123866,97;
1008062;"Lutomiersk (2)";12749351,81;13717979,98;13922604,98;16437686,69;19461867,26;20835297,50;24140555,84;;;;
1008063;"Lutomiersk (3)";;;;;;;;26698812,63;27131460,57;36253873,86;
1008072;"Pabianice (2)";21619794,83;22008178,35;22116566,52;24640422,54;28969902,35;31596412,80;34882159,33;39694846,55;40966227,02;47682448,63;
1009000;"Powiat pajęczański";130447222,89;131836956,07;135250352,64;155528547,92;166586849,19;167022208,13;196450143,73;241205697,91;220825173,83;251181179,58;
1009013;"Działoszyn (3)";27564133,43;29848453,78;31255150,79;34335745,32;34338300,55;37954877,79;40648873,48;48701099,97;45447258,60;58261838,36;
1009022;"Kiełczygłów (2)";6161881,19;5673940,19;5866789,95;6630813,03;7486324,60;7472648,53;9108556,99;13015723,33;11412170,03;11646396,62;
1009032;"Nowa Brzeźnica (2)";4985456,50;5187763,87;5322336,42;5778206,55;7122629,33;8244092,30;8397154,14;11764520,89;9531369,65;10863586,56;
1009043;"Pajęczno (3)";17021340,31;17012684,90;17600318,40;20220225,41;23376151,72;29314140,27;31841492,06;35125024,28;33660466,55;34268196,56;
1009052;"Rząśnia (2)";39396693,98;43031912,97;42182281,32;49935784,82;49163539,02;36375674,84;41688204,09;47525505,66;37143947,74;40104667,35;
1009062;"Siemkowice (2)";4460633,58;5610580,20;6265217,81;7522515,86;9408847,13;8886602,40;9577036,90;14491788,84;13024329,97;13915520,32;
1009072;"Strzelce Wielkie (2)";9032419,44;5186227,96;5553779,61;6113476,51;8315265,01;6912445,43;8701780,75;12402573,52;10328929,69;12261732,10;
1009082;"Sulmierzyce (2)";21824664,46;20285392,20;21204478,34;24991780,42;27375791,83;31861726,57;46487045,32;58179461,42;60276701,60;69859241,71;
1010000;"Powiat piotrkowski";126042067,55;129233570,81;136192204,29;156462322,87;176839883,27;201663735,51;220259871,52;250985624,84;260360102,48;290293438,90;
1010012;"Aleksandrów (2)";3857589,63;3486646,35;4031004,14;4084787,94;4524862,18;5110232,10;6477743,99;9640008,47;9085106,42;10007838,31;
1010022;"Czarnocin (2)";5733594,09;5625848,37;6095069,74;6235647,72;7960508,86;9701737,38;10313406,83;13271549,87;13479692,42;16556259,28;
1010032;"Gorzkowice (2)";10694551,98;11864265,94;12315866,35;15168784,66;15916307,88;16415320,86;19898603,61;21049326,40;19100884,66;20378397,03;
1010042;"Grabica (2)";9984911,48;10650773,22;11249324,36;13574705,89;16464303,32;18720321,12;20562836,55;23316811,34;27203553,80;26464676,92;
1010052;"Łęki Szlacheckie (2)";3184423,23;3155468,36;3515930,86;4194330,64;3664523,04;5067601,29;5108847,85;8414441,86;5029485,33;6769116,52;
1010062;"Moszczenica (2)";20557399,06;19666271,90;21210931,82;22222258,45;24650722,21;29457568,69;35659934,34;36415563,56;37423379,03;41401893,01;
1010072;"Ręczno (2)";3190613,58;3218544,12;3383836,75;4067869,17;4278968,38;4399012,55;4765041,05;7782722,47;5922663,83;7231226,97;
1010082;"Rozprza (2)";12783573,17;12380046,12;14001480,01;15005395,96;17928219,06;17865285,89;21522436,54;21456626,81;;;
1010083;"Rozprza (3)";;;;;;;;;21059168,12;26540779,73;
1010093;"Sulejów (3)";17801540,81;20378141,30;22546479,52;28240329,67;32796436,46;32237044,61;36827603,28;39701157,80;41447647,87;48518354,93;
1010102;"Wola Krzysztoporska (2)";23530456,63;23421294,30;21354439,02;25696540,29;29213778,31;35788931,19;32762010,56;40234535,26;51107311,91;48323910,76;
1010113;"Wolbórz (3)";14723413,89;15386270,83;16487841,72;17971672,48;19441253,57;26900679,83;26361406,92;29702881,00;29501209,09;38100985,44;
1011000;"Powiat poddębicki";64451734,83;63696640,41;71122571,19;75113171,37;94010803,90;105005799,42;128585200,95;146650538,59;149585330,51;159632310,96;
1011012;"Dalików (2)";6084854,73;4344981,16;4478798,08;5335094,24;7030239,12;8385712,66;9487059,49;13125034,80;18156097,12;16504169,25;
1011022;"Pęczniew (2)";4223394,80;4070184,36;5051318,94;5852563,03;6138478,47;5588847,23;7872903,58;12974736,53;9415038,03;9588958,82;
1011033;"Poddębice (3)";21499298,20;22546305,30;24100825,91;26827665,89;28301010,91;36283193,85;51670441,98;46842586,76;38526781,03;49877194,76;
1011043;"Uniejów (3)";17644067,72;16845226,95;19102981,70;17847113,29;28814499,78;24404521,91;32911211,83;34634056,59;49343976,17;48289235,97;
1011052;"Wartkowice (2)";9099979,07;10254044,37;12318368,43;12972904,72;14862288,26;19499698,15;18296675,48;27125715,94;23524031,83;23450079,39;
1011062;"Zadzim (2)";5900140,31;5635898,27;6070278,13;6277830,20;8864287,36;10843825,62;8346908,59;11948407,97;10619406,33;11922672,77;
1012000;"Powiat radomszczański";176217056,11;185269796,46;209473016,75;211716611,94;247289014,63;277898257,59;326336518,79;388854730,52;374599198,98;424320344,34;
1012011;"Radomsko (1)";85793081,97;89740882,25;109179281,70;104659090,21;114564645,93;130646968,28;152455555,64;158232471,12;167905901,32;177177116,21;
1012022;"Dobryszyce (2)";7563252,85;6819273,57;7564809,19;7923365,91;8667982,23;9106266,75;11886824,98;17320228,79;16426314,55;16160589,82;
1012032;"Gidle (2)";7937101,36;6350707,11;6682059,22;7600614,61;10626550,43;9251853,87;11022225,36;13267755,66;13600776,14;14122861,08;
1012042;"Gomunice (2)";7122913,97;8991189,80;8291886,61;9486875,14;10951270,27;12611060,53;13742518,83;16850219,98;16990960,71;27342310,49;
1012053;"Kamieńsk (3)";13878544,59;18313901,69;21193653,33;20952260,20;26833319,92;32412643,58;44855861,92;60965162,98;49049004,11;65152690,23;
1012062;"Kobiele Wielkie (2)";3745227,01;3838298,47;4365404,61;5667496,02;5466952,48;6494434,35;6543079,76;10357744,88;8588479,21;10090986,40;
1012072;"Kodrąb (2)";4783381,77;5048102,78;4462756,72;5108546,67;5865980,46;6594779,76;7270070,70;10306523,08;10139614,08;9801556,68;
1012082;"Lgota Wielka (2)";6353011,71;5507292,03;6466744,39;6798706,83;7674482,59;9513607,37;10518261,43;12534261,71;10400098,71;12257174,78;
1012092;"Ładzice (2)";5961735,62;6716862,01;7142008,41;7895435,60;10449792,47;10110728,43;10213281,81;13352730,62;12376585,79;20407639,90;
1012102;"Masłowice (2)";7040671,97;5612523,00;6768678,62;6479841,26;9410859,99;11855479,87;10957745,35;15612533,80;11049491,03;10259254,57;
1012113;"Przedbórz (3)";9729534,45;8040517,14;8468526,07;9048262,70;11965423,92;11925959,28;12572951,75;16960500,73;16679251,98;19816672,53;
1012122;"Radomsko (2)";8106122,57;9729650,29;10176697,40;10422422,33;13139986,04;12748580,26;18991179,71;21662360,93;21396364,50;21478945,78;
1012132;"Wielgomłyny (2)";4271490,07;5872186,90;4423819,18;4899327,78;5920645,56;7163929,53;7654486,23;10361806,71;9524515,15;9742972,02;
1012142;"Żytno (2)";3930986,20;4688409,42;4286691,30;4774366,68;5751122,34;7461965,73;7652475,32;11070429,53;10471841,70;10509573,85;
1013000;"Powiat rawski";79021013,58;82097694,84;86630300,06;97693597,65;108171420,66;118793751,22;125208171,60;153680605,71;147200286,32;165269180,79;
1013011;"Rawa Mazowiecka (1)";38154133,56;41392323,85;42316662,14;53046548,18;53944649,49;57646954,28;60257102,68;64389688,78;68376469,89;79044380,00;
1013023;"Biała Rawska (3)";15625107,54;16117445,00;16720878,38;17351627,75;19760507,73;21299476,65;26444954,64;30237548,74;30175573,24;29172903,26;
1013032;"Cielądz (2)";3988396,29;3854337,83;4305235,86;4714763,61;5310569,24;6003829,11;6584046,61;10619031,04;9193938,83;9328385,97;
1013042;"Rawa Mazowiecka (2)";12950593,83;12835765,90;15107178,56;14618323,46;19611828,79;23056698,43;21698754,41;27877844,83;24788028,91;29294437,53;
1013052;"Regnów (2)";2175109,82;2359009,61;2503297,33;2270178,24;2918165,44;3030624,46;2850026,21;7866901,63;4867499,64;6452448,29;
1013062;"Sadkowice (2)";6127672,54;5538812,65;5677047,79;5692156,41;6625699,97;7756168,29;7373287,05;12689590,69;9798775,81;11976625,74;
1014000;"Powiat sieradzki";166905027,57;168897332,35;178946591,53;209167672,91;227553611,81;245575161,91;264462598,47;333556767,15;338389779,10;389431926,09;
1014011;"Sieradz (1)";82862401,13;84024253,08;85643806,02;107762424,91;105802364,14;108647035,20;118507216,79;124659431,28;153276041,87;161618017,03;
1014023;"Błaszki (3)";14038785,71;15661650,82;16551291,10;18924527,10;19957616,47;24802694,15;24414717,31;36075856,18;29377648,63;42564575,77;
1014032;"Brąszewice (2)";4168806,08;4372007,98;5297299,61;5315904,00;6110899,32;7738984,58;8448530,69;11484817,64;13054310,39;17249818,90;
1014042;"Brzeźnio (2)";8268378,17;6557985,43;6567856,75;11036890,53;10121078,37;11062433,29;13440674,02;17324865,69;18951037,77;23614062,54;
